LBP_P,LBP_R,SVM_kernel,SVM_C,Train_Feature_Time,Val_Feature_Time,Test_Feature_Time,SVM_Time,Validation_Accuracy,Test_Accuracy
16,2,rbf,10.0,181.74927735328674,39.03710436820984,39.13420653343201,34.92099142074585,0.8407643312101911,0.863275039745628
